,created_on,shipped_on,delivered_on,lat,long
34,2020-09-01 00:52:23,2020-09-02 19:59:27,2020-09-07 09:24:00,39.557830389609286,-74.37536699113933
35,2020-09-01 00:52:55,2020-09-02 20:41:02,2020-09-09 15:40:00,0.0,0.0
37,2020-09-01 00:53:46,2020-09-01 20:53:34,2020-09-05 15:08:00,28.602556105834225,-81.34879698067178
38,2020-09-01 00:56:04,2020-09-08 16:03:51,2020-09-14 14:32:00,0.0,0.0
39,2020-09-01 00:56:04,2020-09-02 20:52:58,2020-09-08 15:09:00,0.0,0.0
40,2020-09-01 00:57:05,2020-09-01 17:42:11,2020-09-04 08:55:00,40.887435,-82.656641
41,2020-09-01 01:01:13,2020-09-02 14:15:25,2020-09-05 16:19:00,41.690284000000005,-87.69636281919549
42,2020-09-01 01:04:55,2020-09-01 21:39:05,2020-09-05 13:27:00,36.229229884197906,-119.34419742443565
43,2020-09-01 01:05:03,2020-09-01 21:24:56,2020-09-05 12:50:00,42.04591152043606,-74.016657962534
44,2020-09-01 01:08:37,2020-09-02 16:08:38,2020-09-08 11:34:00,36.78194951626515,-119.82562327262521
46,2020-09-01 01:10:27,2020-09-02 18:13:59,2020-09-08 15:24:00,0.0,0.0
47,2020-09-01 01:10:47,2020-09-04 19:04:12,2020-09-14 15:23:00,0.0,0.0
48,2020-09-01 01:12:10,2020-09-01 19:06:03,2020-09-08 15:41:00,33.138361,-117.065614
49,2020-09-01 01:14:05,2020-09-03 21:29:56,2020-09-15 15:14:00,37.22057780049937,-77.48851498004286
52,2020-09-01 01:16:14,2020-09-01 21:23:00,2020-09-05 14:02:00,43.134136142857145,-77.647436
54,2020-09-01 01:19:24,2020-09-03 21:08:10,2020-09-08 12:26:00,38.90002292263442,-94.73660431022934
56,2020-09-01 01:20:35,2020-09-01 19:48:21,2020-09-04 13:53:00,0.0,0.0
57,2020-09-01 01:21:52,2020-09-01 20:26:55,2020-09-05 10:22:00,0.0,0.0
59,2020-09-01 01:24:40,2020-09-01 21:07:25,2020-09-03 16:57:00,0.0,0.0
60,2020-09-01 01:26:57,2020-09-01 20:48:51,2020-09-03 14:12:00,41.660746,-87.655844
61,2020-09-01 01:34:13,2020-09-01 21:09:59,2020-09-05 15:52:00,0.0,0.0
62,2020-09-01 01:34:32,2020-09-01 20:40:45,2020-09-08 14:57:00,0.0,0.0
63,2020-09-01 01:40:12,2020-09-01 19:13:55,2020-09-05 13:20:00,0.0,0.0
64,2020-09-01 01:41:13,2020-09-01 20:27:13,2020-09-05 15:07:00,41.4360348989899,-81.85884996969698
65,2020-09-01 01:41:14,2020-09-02 17:53:06,2020-09-11 15:03:00,37.068474,-88.690815
66,2020-09-01 01:42:27,2020-09-02 13:26:55,2020-09-08 17:44:00,37.75800635,-122.43714315435713
67,2020-09-01 01:42:43,2020-09-02 20:52:31,2020-09-08 10:41:00,0.0,0.0
68,2020-09-01 01:43:41,2020-09-02 12:36:24,2020-09-09 15:03:00,0.0,0.0
70,2020-09-01 01:44:56,2020-09-01 20:50:44,2020-09-05 11:44:00,40.88365885288282,-81.34643683725162
71,2020-09-01 01:46:22,2020-09-01 18:27:02,2020-09-08 10:24:00,34.00745880905117,-118.34398738809747
72,2020-09-01 01:46:22,2020-09-01 18:27:03,2020-09-08 10:24:00,34.00745880905117,-118.34398738809747
75,2020-09-01 01:52:22,2020-09-01 20:33:51,2020-09-05 11:48:00,0.0,0.0
76,2020-09-01 01:52:38,2020-09-02 15:05:54,2020-09-09 10:39:00,0.0,0.0
77,2020-09-01 01:52:58,2020-09-01 20:50:12,2020-09-05 14:19:00,0.0,0.0
78,2020-09-01 01:53:45,2020-09-11 16:54:43,2020-09-15 11:59:00,38.5454577,-121.5330494
79,2020-09-01 01:55:48,2020-09-02 18:54:38,2020-09-08 13:27:00,35.225417168127564,-89.61824835770875
80,2020-09-01 01:55:49,2020-09-02 14:11:00,2020-09-09 11:34:00,0.0,0.0
81,2020-09-01 01:59:17,2020-09-01 20:05:38,2020-09-05 12:20:00,0.0,0.0
82,2020-09-01 02:01:05,2020-09-02 19:16:13,2020-09-09 17:15:00,0.0,0.0
83,2020-09-01 02:04:25,2020-09-01 20:36:23,2020-09-05 13:01:00,37.95464787291718,-122.00082442779573
84,2020-09-01 02:06:17,2020-09-01 21:16:21,2020-09-05 12:02:00,0.0,0.0
86,2020-09-01 02:11:12,2020-09-02 14:23:47,2020-09-08 17:16:00,0.0,0.0
88,2020-09-01 02:17:07,2020-09-01 19:37:25,2020-09-11 11:47:00,0.0,0.0
91,2020-09-01 02:20:33,2020-09-02 14:28:34,2020-09-08 12:30:00,36.382704,-94.2633728
92,2020-09-01 02:20:38,2020-09-02 16:29:39,2020-09-09 14:33:00,47.523670383838386,-121.82799057575758
93,2020-09-01 02:21:36,2020-09-01 19:14:49,2020-09-05 14:03:00,0.0,0.0
94,2020-09-01 02:22:08,2020-09-02 13:22:47,2020-09-05 13:04:00,0.0,0.0
95,2020-09-01 02:24:31,2020-09-04 14:38:46,2020-09-12 15:52:00,28.175650500201346,-80.59881077107347
96,2020-09-01 02:26:55,2020-09-01 21:01:01,2020-09-09 16:35:00,42.71895426472544,-82.49761198114862
97,2020-09-01 02:28:32,2020-09-03 19:19:00,2020-09-12 10:22:00,45.42075505,-122.53312859488406
98,2020-09-01 02:29:40,2020-09-02 18:29:29,2020-09-10 09:20:00,0.0,0.0
99,2020-09-01 02:32:35,2020-09-04 19:10:22,2020-09-12 13:24:00,0.0,0.0
100,2020-09-01 02:32:49,2020-09-02 14:11:09,2020-09-08 12:03:00,0.0,0.0
101,2020-09-01 02:34:29,2020-09-02 19:36:49,2020-09-08 14:33:00,38.345932185000194,-90.97747370121225
102,2020-09-01 02:43:03,2020-09-04 14:47:34,2020-09-09 19:45:00,43.036115233164374,-89.49699378455733
103,2020-09-01 02:44:17,2020-09-03 14:21:27,2020-09-09 07:05:00,0.0,0.0
104,2020-09-01 02:45:13,2020-09-02 14:27:19,2020-09-07 09:31:00,41.783546353101784,-72.68817452156703
105,2020-09-01 02:45:42,2020-09-01 19:06:30,2020-09-04 09:54:00,0.0,0.0
106,2020-09-01 02:46:31,2020-09-02 15:28:06,2020-09-05 12:52:00,35.5043015,-80.8510315
107,2020-09-01 02:47:52,2020-09-02 16:28:55,2020-09-08 12:08:00,37.00170502906287,-120.08040017789641
108,2020-09-01 02:54:22,2020-09-01 13:49:04,2020-09-04 10:20:00,42.27919115,-71.22841318830694
109,2020-09-01 03:05:07,2020-09-01 21:17:19,2020-09-05 14:58:00,41.1229041088084,-81.54227688172658
110,2020-09-01 03:06:34,2020-09-01 18:53:58,2020-09-04 13:31:00,38.580032753456564,-122.5815899346632
112,2020-09-01 03:12:11,2020-09-03 13:52:31,2020-09-09 15:52:00,0.0,0.0
113,2020-09-01 03:14:09,2020-09-01 19:10:19,2020-09-10 13:20:00,31.699738256129955,-81.29096722350634
114,2020-09-01 03:16:00,2020-09-01 20:13:02,2020-09-09 11:43:00,0.0,0.0
115,2020-09-01 03:22:08,2020-09-02 16:25:53,2020-09-08 16:18:00,32.9183618,-97.2623814
116,2020-09-01 03:28:11,2020-09-01 20:27:42,2020-09-05 12:36:00,0.0,0.0
117,2020-09-01 03:30:48,2020-09-02 12:39:27,2020-09-05 12:58:00,0.0,0.0
118,2020-09-01 03:33:39,2020-09-04 14:00:55,2020-09-13 13:11:00,42.766954,-73.693015
120,2020-09-01 03:37:58,2020-09-04 14:08:58,2020-09-14 16:01:00,0.0,0.0
121,2020-09-01 03:38:41,2020-09-01 20:47:51,2020-09-05 11:55:00,0.0,0.0
122,2020-09-01 03:42:01,2020-09-02 14:04:12,2020-09-05 10:42:00,0.0,0.0
123,2020-09-01 03:43:19,2020-09-02 16:07:13,2020-09-08 12:46:00,0.0,0.0
124,2020-09-01 03:50:01,2020-09-01 20:34:23,2020-09-05 11:52:00,47.262016339449545,-122.44413978899082
125,2020-09-01 03:50:33,2020-09-02 13:54:13,2020-09-08 13:42:00,0.0,0.0
126,2020-09-01 03:50:57,2020-09-03 13:49:27,2020-09-04 21:19:00,0.0,0.0
127,2020-09-01 03:55:18,2020-09-02 13:19:23,2020-09-09 14:59:00,40.05217772753813,-82.43168938840562
128,2020-09-01 04:01:59,2020-09-01 18:36:17,2020-09-05 11:45:00,33.98203046308725,-118.46322030872484
129,2020-09-01 04:05:44,2020-09-01 19:04:35,2020-09-05 13:09:00,0.0,0.0
130,2020-09-01 04:08:25,2020-09-02 14:26:45,2020-09-10 12:12:00,0.0,0.0
131,2020-09-01 04:10:09,2020-09-02 17:43:07,2020-09-10 13:31:00,0.0,0.0
133,2020-09-01 04:23:59,2020-09-01 21:24:19,2020-09-08 13:49:00,32.84188395952076,-115.59236946021933
134,2020-09-01 04:24:01,2020-09-02 15:29:55,2020-09-09 18:15:00,34.1731326,-118.6021592
136,2020-09-01 04:27:30,2020-09-02 18:51:19,2020-09-10 13:39:00,38.58049430767052,-121.27291043318586
137,2020-09-01 04:29:09,2020-09-09 16:44:17,2020-09-15 12:38:00,39.79645166666667,-105.10249275
138,2020-09-01 04:30:33,2020-09-02 15:40:24,2020-09-08 10:49:00,0.0,0.0
139,2020-09-01 04:34:10,2020-09-02 13:15:54,2020-09-09 13:01:00,0.0,0.0
140,2020-09-01 04:34:21,2020-09-01 21:18:34,2020-09-05 14:33:00,36.726523163265306,-119.68031457142858
141,2020-09-01 04:38:23,2020-09-02 13:55:50,2020-09-08 07:12:00,0.0,0.0
142,2020-09-01 04:39:54,2020-09-02 14:12:10,2020-09-09 10:05:00,41.37376781818182,-82.09052427272727
143,2020-09-01 04:41:27,2020-09-03 14:27:47,2020-09-09 09:36:00,42.979563,-70.933619
145,2020-09-01 04:44:10,2020-09-04 18:39:28,2020-09-15 17:08:00,0.0,0.0
146,2020-09-01 05:03:29,2020-09-02 15:54:23,2020-09-08 09:42:00,0.0,0.0
148,2020-09-01 05:19:36,2020-09-02 15:00:25,2020-09-08 18:40:00,0.0,0.0
149,2020-09-01 05:19:50,2020-09-02 17:11:51,2020-09-09 16:03:00,34.10928490909091,-118.3042160909091
152,2020-09-01 05:25:34,2020-09-01 20:49:17,2020-09-05 10:58:00,30.76719159574468,-86.5642285106383
153,2020-09-01 05:26:35,2020-09-01 19:42:43,2020-09-05 10:18:00,0.0,0.0
154,2020-09-01 05:29:29,2020-09-01 20:59:40,2020-09-05 15:26:00,41.705769517223565,-88.07685119671025
155,2020-09-01 05:31:48,2020-09-01 21:11:18,2020-09-08 19:53:00,32.24114513759051,-95.13259663085499
158,2020-09-01 05:50:33,2020-09-01 19:05:37,2020-09-09 18:45:00,34.03147448227694,-118.48947224201152
159,2020-09-01 06:01:11,2020-09-01 21:12:04,2020-09-04 10:11:00,0.0,0.0
163,2020-09-01 06:15:48,2020-09-02 17:00:49,2020-09-05 13:51:00,0.0,0.0
165,2020-09-01 06:18:31,2020-09-01 21:23:40,2020-09-08 11:13:00,33.777568796628,-117.96077904531512
167,2020-09-01 06:21:30,2020-09-04 20:54:22,2020-09-12 11:42:00,47.257474969696965,-122.47031936363636
168,2020-09-01 06:23:12,2020-09-01 20:12:56,2020-09-08 08:51:00,0.0,0.0
170,2020-09-01 06:41:41,2020-09-02 14:01:41,2020-09-05 09:51:00,39.216200625,-84.5111601875
172,2020-09-01 07:07:25,2020-09-01 21:08:50,2020-09-08 13:48:00,0.0,0.0
174,2020-09-01 07:14:09,2020-09-02 17:59:05,2020-09-09 11:38:00,47.6816265,-122.36636598421283
176,2020-09-01 07:19:55,2020-09-01 20:51:59,2020-09-08 16:31:00,0.0,0.0
177,2020-09-01 07:20:57,2020-09-03 21:00:13,2020-09-05 15:47:00,0.0,0.0
178,2020-09-01 07:27:32,2020-09-02 16:08:21,2020-09-17 16:11:00,35.11101242857143,-89.95377657142856
179,2020-09-01 07:28:34,2020-09-02 14:40:28,2020-09-09 14:46:00,0.0,0.0
180,2020-09-01 07:29:39,2020-09-02 14:02:18,2020-09-09 09:13:00,0.0,0.0
182,2020-09-01 07:36:04,2020-09-01 21:01:19,2020-09-05 15:47:00,0.0,0.0
184,2020-09-01 07:47:03,2020-09-01 20:48:04,2020-09-05 10:25:00,37.29543771231711,-121.82654303195126
185,2020-09-01 07:48:24,2020-09-01 18:56:09,2020-09-08 17:34:00,0.0,0.0
186,2020-09-01 07:52:18,2020-09-02 19:17:47,2020-09-09 09:47:00,32.14630407319011,-110.99670118887371
187,2020-09-01 07:54:24,2020-09-02 14:41:09,2020-09-05 14:46:00,0.0,0.0
189,2020-09-01 08:01:10,2020-09-01 18:34:02,2020-09-09 09:20:00,44.910116979591834,-93.30856295918367
191,2020-09-01 08:07:21,2020-09-02 18:25:14,2020-09-09 14:45:00,47.3034576300917,-122.43241916041723
192,2020-09-01 08:08:04,2020-09-02 13:10:22,2020-09-09 12:28:00,0.0,0.0
193,2020-09-01 08:22:38,2020-09-01 20:36:54,2020-09-05 13:04:00,0.0,0.0
194,2020-09-01 08:25:40,2020-09-10 19:56:18,2020-09-15 14:10:00,32.25220931375046,-90.23459794316189
195,2020-09-01 08:29:40,2020-09-01 20:12:44,2020-09-12 09:49:00,0.0,0.0
196,2020-09-01 08:40:53,2020-09-03 19:48:33,2020-09-09 12:38:00,0.0,0.0
197,2020-09-01 08:46:54,2020-09-02 12:59:54,2020-09-08 15:05:00,39.84310886416338,-75.05981935474688
198,2020-09-01 08:55:53,2020-09-01 21:16:34,2020-09-05 12:49:00,32.68408768266962,-97.0495058258738
199,2020-09-01 08:59:32,2020-09-01 20:26:12,2020-09-08 12:51:00,40.77961472507023,-76.22513361255956
201,2020-09-01 09:00:45,2020-09-02 14:39:17,2020-09-08 15:40:00,34.00234485,-84.31679806601633
202,2020-09-01 09:09:57,2020-09-01 19:11:03,2020-09-08 16:58:00,40.227001,-76.827752
203,2020-09-01 09:11:44,2020-09-04 16:52:50,2020-09-11 09:56:00,0.0,0.0
204,2020-09-01 09:12:24,2020-09-02 12:44:31,2020-09-15 09:56:00,0.0,0.0
206,2020-09-01 09:31:52,2020-09-01 20:21:46,2020-09-05 16:53:00,0.0,0.0
207,2020-09-01 09:42:58,2020-09-01 18:35:44,2020-09-09 11:07:00,0.0,0.0
208,2020-09-01 09:46:00,2020-09-01 13:42:11,2020-09-05 09:29:00,40.844214640018905,-84.3385464388566
209,2020-09-01 09:48:32,2020-09-02 12:32:22,2020-09-09 16:40:00,0.0,0.0
210,2020-09-01 09:57:04,2020-09-01 19:34:35,2020-09-09 13:04:00,34.195902288268215,-101.73587723625033
215,2020-09-01 10:20:04,2020-09-01 21:08:01,2020-09-05 09:09:00,0.0,0.0
216,2020-09-01 10:28:24,2020-09-01 19:19:51,2020-09-08 11:58:00,27.37676296056212,-82.5570400443628
217,2020-09-01 10:29:10,2020-09-03 20:06:22,2020-09-08 15:30:00,41.572139810749974,-87.5275123392452
219,2020-09-01 10:37:29,2020-09-01 20:49:43,2020-09-16 17:50:00,35.175101994658775,-89.78273969179808
220,2020-09-01 10:37:31,2020-09-02 12:37:54,2020-09-08 13:39:00,34.4151081585496,-117.3770025429633
221,2020-09-01 10:42:09,2020-09-05 19:46:50,2020-09-14 13:41:00,0.0,0.0
222,2020-09-01 10:44:14,2020-09-01 21:07:10,2020-09-05 11:09:00,34.9370045,-81.90569091
223,2020-09-01 10:48:12,2020-09-01 20:42:00,2020-09-03 15:09:00,41.572139810749974,-87.5275123392452
224,2020-09-01 10:53:27,2020-09-01 20:46:04,2020-09-08 14:10:00,0.0,0.0
225,2020-09-01 10:54:18,2020-09-01 21:14:07,2020-09-08 08:51:00,35.06650914050884,-78.94290390174078
226,2020-09-01 10:54:18,2020-09-02 15:49:52,2020-09-09 10:57:00,37.94741083294852,-122.06566281824864
227,2020-09-01 10:59:31,2020-09-01 19:34:25,2020-09-05 10:43:00,0.0,0.0
228,2020-09-01 10:59:32,2020-09-02 15:58:17,2020-09-05 09:38:00,42.977944945454546,-84.14808681818182
229,2020-09-01 11:00:00,2020-09-03 18:52:25,2020-09-10 10:34:00,35.49780858004779,-97.75389241883788
230,2020-09-01 11:00:19,2020-09-02 12:40:00,2020-09-09 11:57:00,0.0,0.0
233,2020-09-01 11:00:28,2020-09-01 21:11:45,2020-09-14 14:26:00,0.0,0.0
234,2020-09-01 11:00:30,2020-09-01 20:21:28,2020-09-04 17:48:00,39.98225148275862,-85.93563452586207
235,2020-09-01 11:00:38,2020-09-01 20:28:40,2020-09-05 12:54:00,36.890984,-119.768651
236,2020-09-01 11:00:43,2020-09-01 18:57:23,2020-09-08 17:22:00,45.49247485,-122.63928735024042
237,2020-09-01 11:00:49,2020-09-01 20:48:37,2020-09-08 16:13:00,0.0,0.0
238,2020-09-01 11:00:54,2020-09-01 19:23:55,2020-09-09 13:20:00,26.77208841818182,-80.0897981090909
239,2020-09-01 11:00:58,2020-09-01 21:05:54,2020-09-09 12:00:00,0.0,0.0
240,2020-09-01 11:01:03,2020-09-01 21:02:11,2020-09-05 15:21:00,0.0,0.0
241,2020-09-01 11:01:08,2020-09-01 19:12:06,2020-09-05 12:29:00,0.0,0.0
242,2020-09-01 11:01:14,2020-09-01 19:37:32,2020-09-05 16:08:00,0.0,0.0
243,2020-09-01 11:01:19,2020-09-01 21:18:21,2020-09-08 09:26:00,0.0,0.0
244,2020-09-01 11:01:21,2020-09-01 20:49:53,2020-09-07 14:24:00,39.3285402,-120.1612338
245,2020-09-01 11:01:24,2020-09-02 17:08:02,2020-09-08 20:44:00,36.04527058754004,-83.98331613380488
246,2020-09-01 11:01:27,2020-09-01 20:28:56,2020-09-08 18:37:00,0.0,0.0
247,2020-09-01 11:01:30,2020-09-01 19:12:04,2020-09-05 10:03:00,0.0,0.0
249,2020-09-01 11:01:35,2020-09-02 20:22:57,2020-09-08 13:22:00,0.0,0.0
250,2020-09-01 11:01:38,2020-09-01 20:21:04,2020-09-08 16:59:00,30.33817440494929,-81.58259186086933
251,2020-09-01 11:01:42,2020-09-01 20:22:20,2020-09-05 17:28:00,39.03457450828892,-84.54118905320809
252,2020-09-01 11:01:45,2020-09-01 19:12:53,2020-09-04 14:09:00,37.777714326530614,-122.48015879591837
253,2020-09-01 11:01:47,2020-09-01 21:24:23,2020-09-04 18:37:00,41.163819,-73.835523
254,2020-09-01 11:01:50,2020-09-01 21:02:22,2020-09-14 14:57:00,0.0,0.0
255,2020-09-01 11:01:52,2020-09-01 19:40:27,2020-09-05 16:55:00,47.6436562,-122.32175118489782
256,2020-09-01 11:01:55,2020-09-01 19:47:42,2020-09-08 11:39:00,41.012853911990646,-92.80937622549254
257,2020-09-01 11:01:57,2020-09-01 19:00:31,2020-09-12 15:19:00,26.697275591836735,-80.066543
258,2020-09-01 11:02:00,2020-09-01 20:17:25,2020-09-08 11:33:00,0.0,0.0
259,2020-09-01 11:02:03,2020-09-01 20:27:25,2020-09-05 15:38:00,32.77208988698429,-97.08979149348887
260,2020-09-01 11:02:05,2020-09-01 19:35:09,2020-09-05 15:23:00,32.019222,-102.077995
261,2020-09-01 11:02:08,2020-09-01 19:55:27,2020-09-09 16:51:00,41.61999595302014,-93.65548454362415
262,2020-09-01 11:02:12,2020-09-01 21:44:47,2020-09-05 12:36:00,0.0,0.0
263,2020-09-01 11:02:15,2020-09-01 20:26:30,2020-09-05 14:56:00,31.773106,-106.26497995640328
264,2020-09-01 11:02:18,2020-09-01 19:47:53,2020-09-05 10:13:00,41.85037383817858,-71.39384719379588
265,2020-09-01 11:02:22,2020-09-01 19:42:45,2020-09-08 14:08:00,0.0,0.0
266,2020-09-01 11:02:24,2020-09-01 19:41:40,2020-09-08 10:10:00,26.976702367346938,-82.09402436734693
267,2020-09-01 11:02:27,2020-09-02 15:55:47,2020-09-08 15:37:00,0.0,0.0
268,2020-09-01 11:02:30,2020-09-01 20:51:01,2020-09-05 14:55:00,40.8851363,-80.8651099
269,2020-09-01 11:02:33,2020-09-01 19:44:22,2020-09-05 12:34:00,0.0,0.0
270,2020-09-01 11:02:36,2020-09-01 21:23:46,2020-09-05 12:01:00,35.998148977769425,-84.31070628726509
271,2020-09-01 11:02:39,2020-09-02 18:45:41,2020-09-09 12:29:00,0.0,0.0
272,2020-09-01 11:02:42,2020-09-01 19:39:09,2020-09-09 16:19:00,0.0,0.0
273,2020-09-01 11:02:46,2020-09-01 19:24:06,2020-09-08 10:14:00,0.0,0.0
274,2020-09-01 11:02:48,2020-09-02 14:40:11,2020-09-06 12:06:00,0.0,0.0
275,2020-09-01 11:02:51,2020-09-02 13:54:06,2020-09-08 12:05:00,33.6893121,-117.7442059
276,2020-09-01 11:02:54,2020-09-01 19:00:10,2020-09-08 15:38:00,0.0,0.0
277,2020-09-01 11:02:59,2020-09-01 19:43:03,2020-09-05 15:39:00,0.0,0.0
278,2020-09-01 11:03:02,2020-09-01 19:20:21,2020-09-08 20:29:00,0.0,0.0
279,2020-09-01 11:03:05,2020-09-01 18:34:51,2020-09-05 13:46:00,47.15646016326531,-122.1723966734694
280,2020-09-01 11:03:07,2020-09-01 19:43:41,2020-09-08 11:14:00,33.94809569073704,-118.11146272182047
281,2020-09-01 11:03:12,2020-09-02 21:18:21,2020-09-09 18:18:00,40.69280035,-73.27835325202054
282,2020-09-01 11:03:17,2020-09-02 15:05:53,2020-09-09 15:14:00,35.9547963301539,-85.05620597282852
283,2020-09-01 11:03:20,2020-09-01 19:34:08,2020-09-12 10:53:00,25.5604471,-80.36871627876381
284,2020-09-01 11:03:22,2020-09-01 19:54:51,2020-09-04 16:32:00,40.87056225471673,-82.33100863795102
285,2020-09-01 11:03:24,2020-09-01 19:27:44,2020-09-05 13:31:00,0.0,0.0
286,2020-09-01 11:03:28,2020-09-01 20:24:57,2020-09-08 16:24:00,0.0,0.0
287,2020-09-01 11:03:32,2020-09-01 20:56:33,2020-09-05 08:11:00,27.877244283519154,-97.19256316560033
288,2020-09-01 11:03:34,2020-09-01 19:58:33,2020-09-05 16:02:00,32.74849276417679,-97.14561062377875
289,2020-09-01 11:03:37,2020-09-01 19:01:00,2020-09-05 13:09:00,0.0,0.0
290,2020-09-01 11:03:39,2020-09-01 20:17:24,2020-09-08 14:45:00,38.7707629,-121.3891901
291,2020-09-01 11:03:45,2020-09-01 21:09:56,2020-09-05 11:58:00,0.0,0.0
292,2020-09-01 11:03:49,2020-09-01 21:09:10,2020-09-05 14:07:00,0.0,0.0
293,2020-09-01 11:03:51,2020-09-01 20:45:47,2020-09-08 14:28:00,28.444485191553735,-82.51224572771925
294,2020-09-01 11:03:53,2020-09-01 19:32:17,2020-09-08 13:29:00,0.0,0.0
295,2020-09-01 11:03:56,2020-09-02 16:25:26,2020-09-08 13:23:00,0.0,0.0
296,2020-09-01 11:03:59,2020-09-01 21:17:50,2020-09-09 10:33:00,36.270875828050926,-86.62656497506491
297,2020-09-01 11:04:02,2020-09-01 19:36:43,2020-09-08 16:15:00,44.043306398842326,-123.05936367967152
298,2020-09-01 11:04:05,2020-09-01 20:10:16,2020-09-05 13:44:00,0.0,0.0
299,2020-09-01 11:04:10,2020-09-01 19:37:07,2020-09-05 11:58:00,32.901172714285714,-96.65274916326531
300,2020-09-01 11:04:12,2020-09-01 19:28:08,2020-09-05 14:37:00,0.0,0.0
301,2020-09-01 11:04:14,2020-09-01 20:54:03,2020-09-05 10:17:00,37.9730623,-121.35265995608779
302,2020-09-01 11:04:17,2020-09-02 13:23:18,2020-09-08 17:43:00,34.043124004638116,-117.43213175641783
303,2020-09-01 11:04:20,2020-09-01 19:02:10,2020-09-05 10:47:00,0.0,0.0
304,2020-09-01 11:04:22,2020-09-01 20:55:24,2020-09-05 15:51:00,0.0,0.0
305,2020-09-01 11:04:26,2020-09-01 19:38:36,2020-09-05 11:18:00,43.068907775510205,-92.68214491836734
306,2020-09-01 11:04:29,2020-09-02 13:32:28,2020-09-08 13:22:00,0.0,0.0
307,2020-09-01 11:04:31,2020-09-02 17:07:36,2020-09-09 10:45:00,34.12312840816327,-118.17780130612245
308,2020-09-01 11:04:34,2020-09-01 19:21:02,2020-09-05 14:40:00,0.0,0.0
309,2020-09-01 11:04:37,2020-09-01 18:55:57,2020-09-05 12:04:00,0.0,0.0
310,2020-09-01 11:04:39,2020-09-01 19:23:00,2020-09-09 11:14:00,42.70127377108434,-82.96583775903615
311,2020-09-01 11:04:42,2020-09-01 20:58:01,2020-09-08 13:31:00,0.0,0.0
312,2020-09-01 11:04:47,2020-09-01 20:09:47,2020-09-05 13:51:00,0.0,0.0
313,2020-09-01 11:04:53,2020-09-01 18:58:48,2020-09-09 07:23:00,28.1511243,-82.4614831
